Cnode ID, Thread ID,visits,time,min_time,max_time,task_migration_loss,task_migration_win,bytes_put,bytes_get,PAPI_TOT_INS,PAPI_FP_INS,PAPI_FP_OPS,PEVT_L2_FETCH_LINE,PEVT_L2_STORE_LINE,bytes_sent,bytes_received
0,31,82563,44.7213,1.1785625e-005,44.7213446638,0,0,0,0,11566130117,1033067063,1800813206,2694962380,481476152,17571804,17555275
0,32,82583,44.8548,1.218125e-005,44.8548334006,0,0,0,0,11686063697,1043153175,1814180912,2694962288,481476059,17732916,17732795
0,33,112529,44.8531,1.2186875e-005,44.8530535325,0,0,0,0,11287656122,1032347822,1801431733,2694962363,481476137,21883528,21874179
0,34,112529,44.8316,1.251375e-005,44.8315961113,0,0,0,0,11174405811,1032249734,1795320791,2694962375,481476149,21883528,21874179
0,35,112529,44.8517,1.2178125e-005,44.8517080156,0,0,0,0,11125803040,1032088935,1802266808,2694962390,481476147,21883528,21874179
0,36,112529,45.1634,1.1555625e-005,45.1634483631,0,0,0,0,11188491465,1032108883,1799839678,2694962393,481476125,21883528,21874179
0,37,112529,45.1654,1.2694375e-005,45.1653775869,0,0,0,0,11193997653,1032164510,1803162602,2694962319,481476071,21883528,21874179
0,38,112529,45.1696,1.28225e-005,45.1695784094,0,0,0,0,11334216328,1031907230,1801903439,2694962412,481476166,21883528,21874179
0,39,82563,45.1632,1.245e-005,45.163179785,0,0,0,0,11842400106,1033178815,1799291942,2694962382,481476153,17571804,17555275
0,40,82583,44.5348,1.2325e-005,44.5348295494,0,0,0,0,11486611130,1043028395,1819171000,2694962391,481476165,17732916,17732795
0,41,112529,44.52,1.304375e-005,44.51995573,0,0,0,0,11231696266,1032276671,1804304404,2694962361,481476132,21883528,21874179
0,42,112529,44.5182,1.1836875e-005,44.518160715,0,0,0,0,11023250054,1032208732,1804776748,2694962378,481476157,21883528,21874179
0,43,112529,44.4974,1.292625e-005,44.4974225856,0,0,0,0,11216439923,1032078083,1802707687,2694962361,481476104,21883528,21874179
0,44,112529,45.0654,1.207875e-005,45.0654314144,0,0,0,0,11084187462,1032096824,1802802256,2694962377,481476148,21883528,21874179
0,45,112529,45.0645,1.2995e-005,45.0645265838,0,0,0,0,11201887108,1032154863,1802971287,2694962384,481476150,21883528,21874179
0,46,112529,45.0602,1.2358125e-005,45.0601794875,0,0,0,0,11195505948,1031917683,1798966739,2694962400,481476156,21883528,21874179
0,47,82563,45.079,1.2271875e-005,45.0790175419,0,0,0,0,11808632836,1033168766,1798094860,2694962392,481476155,17571804,17555275
0,48,82583,44.4988,1.209875e-005,44.4987840281,0,0,0,0,11682411722,1043205238,1814308844,2694962351,481476136,17732916,17732795
0,49,112529,44.5015,1.2485625e-005,44.5015189787,0,0,0,0,11136663571,1032451539,1801142870,2694962411,481476171,21883528,21874179
0,50,112529,44.4981,1.0584375e-005,44.4981361737,0,0,0,0,11179294866,1032375159,1795147070,2694962379,481476138,21883528,21874179
0,51,112529,44.4965,1.2471875e-005,44.4964743575,0,0,0,0,11227389169,1032205918,1802252531,2694962365,481476148,21883528,21874179
0,52,112529,44.5546,1.0709375e-005,44.554624485,0,0,0,0,11385901863,1032194108,1801807734,2694962396,481476165,21883528,21874179
0,53,112529,44.5598,1.26875e-005,44.5597635425,0,0,0,0,11021801241,1032249735,1794317179,2694962385,481476153,21883528,21874179
0,54,112529,44.5525,1.25975e-005,44.5525221594,0,0,0,0,11197560813,1032010545,1802527886,2694962325,481476105,21883528,21874179
0,55,82563,44.5552,1.198875e-005,44.5552460438,0,0,0,0,11729611293,1033266051,1797414260,2694962376,481476150,17571804,17555275
0,56,61321,44.6162,1.250125e-005,44.6161949613,0,0,0,0,12274482624,1040003045,1815625951,2694962372,481476151,13489420,13482539
0,57,82563,44.5739,1.2505e-005,44.5739100381,0,0,0,0,11356474542,1033897995,1799702507,2694962389,481476159,17571804,17555275
0,58,82563,44.6286,1.229e-005,44.628625475,0,0,0,0,11540460440,1033758098,1804763192,2694962374,481476156,17571804,17555275
0,59,82563,44.6165,1.24325e-005,44.616542755,0,0,0,0,11463372747,1033428861,1800563666,2694962405,481476174,17571804,17555275
0,60,82563,45.0243,1.308375e-005,45.0243485212,0,0,0,0,11586372979,1033377619,1797060280,2694962399,481476166,17571804,17555275
0,61,82563,45.019,1.292875e-005,45.0189722075,0,0,0,0,11490134768,1033479914,1796757940,2694962372,481476147,17571804,17555275
0,62,82563,45.0219,1.2718125e-005,45.021882835,0,0,0,0,11646104756,1033198916,1794746002,2694962363,481476129,17571804,17555275
0,63,61728,45.0193,1.193375e-005,45.019260275,0,0,0,0,12071711672,1029872297,1792209212,2694962385,481476147,13416452,13393283
1,0,1,0.884014,0.884014425,0.884014425,0,0,0,0,307275777,122,120,404845,2012781,0,0
1,1,1,0.887088,0.88708778875,0.88708778875,0,0,0,0,309899654,122,120,404849,2012794,0,0
1,2,1,0.91985,0.91985015625,0.91985015625,0,0,0,0,324154193,122,120,404690,2012640,0,0
1,3,1,0.87968,0.879680314375,0.879680314375,0,0,0,0,307965725,122,120,404842,2012785,0,0
1,4,1,0.564969,0.564968808125,0.564968808125,0,0,0,0,194286720,122,120,404851,2012796,0,0
1,5,1,0.56467,0.5646696275,0.5646696275,0,0,0,0,194230315,122,120,404860,2012801,0,0
1,6,1,0.570108,0.57010820875,0.57010820875,0,0,0,0,195022628,122,120,404861,2012797,0,0
1,7,1,0.567355,0.5673547,0.5673547,0,0,0,0,194276501,122,120,404822,2012762,0,0
1,8,1,0.732175,0.73217514125,0.73217514125,0,0,0,0,255760451,122,120,404850,2012752,0,0
1,9,1,0.716998,0.716997531875,0.716997531875,0,0,0,0,252014233,122,120,404801,2012742,0,0
1,10,1,0.722187,0.72218731375,0.72218731375,0,0,0,0,252779054,122,120,404816,2012734,0,0
1,11,1,0.723138,0.723138295625,0.723138295625,0,0,0,0,252942889,122,120,404777,2012732,0,0
1,12,1,0.392178,0.39217756,0.39217756,0,0,0,0,131445376,122,120,404798,2012738,0,0
1,13,1,0.370509,0.37050895,0.37050895,0,0,0,0,124646535,122,120,404820,2012755,0,0
1,14,1,0.408811,0.40881113625,0.40881113625,0,0,0,0,139861965,122,120,404822,2012752,0,0
1,15,1,0.389894,0.38989440875,0.38989440875,0,0,0,0,131520854,122,120,404779,2012741,0,0
1,16,1,0.257277,0.25727676625,0.25727676625,0,0,0,0,83057709,122,120,404810,2012794,0,0
1,17,1,0.254447,0.2544468625,0.2544468625,0,0,0,0,82935847,122,120,404786,2012800,0,0
1,18,1,0.257588,0.25758782125,0.25758782125,0,0,0,0,83491025,122,120,404855,2012808,0,0
1,19,1,0.254717,0.25471704125,0.25471704125,0,0,0,0,83335315,122,120,404801,2012706,0,0
1,20,1,0.165611,0.165611115,0.165611115,0,0,0,0,45842154,122,120,404825,2012739,0,0
1,21,1,0.154456,0.15445584125,0.15445584125,0,0,0,0,44163125,122,120,404833,2012752,0,0
1,22,1,0.168545,0.16854468875,0.16854468875,0,0,0,0,45971567,122,120,404787,2012755,0,0
1,23,1,0.165935,0.165935435,0.165935435,0,0,0,0,45087168,122,120,404834,2012798,0,0
1,24,1,0.50985,0.509850028125,0.509850028125,0,0,0,0,173332650,122,120,404803,2012730,0,0
1,25,1,0.512251,0.512251053125,0.512251053125,0,0,0,0,173686486,122,120,404816,2012741,0,0
1,26,1,0.502794,0.502794058125,0.502794058125,0,0,0,0,171735557,122,120,404831,2012799,0,0
1,27,1,0.507086,0.507085585625,0.507085585625,0,0,0,0,173279305,122,120,404771,2012729,0,0
1,28,1,0.299604,0.29960443375,0.29960443375,0,0,0,0,98043442,122,120,404848,2012808,0,0
1,29,1,0.325764,0.32576405625,0.32576405625,0,0,0,0,107090661,122,120,404822,2012763,0,0
1,30,1,0.324855,0.32485523625,0.32485523625,0,0,0,0,106900746,122,120,404853,2012759,0,0
1,31,1,0.324528,0.32452774,0.32452774,0,0,0,0,106581979,122,120,404841,2012780,0,0
1,32,1,0.458018,0.45801765875,0.45801765875,0,0,0,0,155062574,122,120,404760,2012700,0,0
1,33,1,0.456238,0.45623768875,0.45623768875,0,0,0,0,155100639,122,120,404768,2012707,0,0
1,34,1,0.434783,0.434782505,0.434782505,0,0,0,0,147808094,122,120,404858,2012797,0,0
1,35,1,0.454893,0.45489290125,0.45489290125,0,0,0,0,154961845,122,120,404839,2012779,0,0
1,36,1,0.766633,0.7666331625,0.7666331625,0,0,0,0,268114081,122,120,404845,2012747,0,0
1,37,1,0.768562,0.7685616175,0.7685616175,0,0,0,0,268724259,122,120,404715,2012630,0,0
1,38,1,0.772764,0.772763945,0.772763945,0,0,0,0,269802156,122,120,404876,2012848,0,0
1,39,1,0.766365,0.76636523375,0.76636523375,0,0,0,0,268198572,122,120,404773,2012730,0,0
1,40,1,0.138015,0.13801510625,0.13801510625,0,0,0,0,41810075,122,120,404786,2012734,0,0
1,41,1,0.12314,0.123140215625,0.123140215625,0,0,0,0,35225462,122,120,404808,2012768,0,0
1,42,1,0.121346,0.12134628875,0.12134628875,0,0,0,0,35327426,122,120,404795,2012751,0,0
1,43,1,0.100609,0.100608705,0.100608705,0,0,0,0,27172819,122,120,404756,2012684,0,0
1,44,1,0.668616,0.66861563375,0.66861563375,0,0,0,0,234317124,122,120,404798,2012731,0,0
1,45,1,0.667712,0.6677115575,0.6677115575,0,0,0,0,233955163,122,120,404780,2012713,0,0
1,46,1,0.663364,0.663363770625,0.663363770625,0,0,0,0,233652065,122,120,404773,2012733,0,0
1,47,1,0.682203,0.68220313625,0.68220313625,0,0,0,0,241445343,122,120,404848,2012795,0,0
1,48,1,0.101969,0.101969095,0.101969095,0,0,0,0,25241110,122,120,404753,2012717,0,0
1,49,1,0.104704,0.1047043425,0.1047043425,0,0,0,0,25575326,122,120,404788,2012753,0,0
1,50,1,0.10132,0.1013197975,0.1013197975,0,0,0,0,25476045,122,120,404793,2012760,0,0
1,51,1,0.0996608,0.099660839375,0.099660839375,0,0,0,0,25487059,122,120,404802,2012734,0,0
1,52,1,0.157808,0.157808428125,0.157808428125,0,0,0,0,43577482,122,120,404849,2012785,0,0
1,53,1,0.16295,0.16294962,0.16294962,0,0,0,0,45637965,122,120,404777,2012730,0,0
1,54,1,0.155708,0.155708295,0.155708295,0,0,0,0,44094629,122,120,404759,2012729,0,0
1,55,1,0.158432,0.15843154875,0.15843154875,0,0,0,0,44064250,122,120,404815,2012740,0,0
1,56,1,0.219379,0.21937927125,0.21937927125,0,0,0,0,69870117,122,120,404847,2012787,0,0
1,57,1,0.177096,0.1770959475,0.1770959475,0,0,0,0,49116598,122,120,404847,2012800,0,0
1,58,1,0.231812,0.2318115725,0.2318115725,0,0,0,0,75390882,122,120,404845,2012795,0,0
1,59,1,0.219727,0.219726881875,0.219726881875,0,0,0,0,70225027,122,120,404848,2012778,0,0
1,60,1,0.627535,0.6275349475,0.6275349475,0,0,0,0,217568933,122,120,404879,2012814,0,0
1,61,1,0.622158,0.62215768875,0.62215768875,0,0,0,0,217806551,122,120,404876,2012849,0,0
1,62,1,0.625068,0.6250678725,0.6250678725,0,0,0,0,217744172,122,120,404761,2012717,0,0
1,63,1,0.622444,0.6224443675,0.6224443675,0,0,0,0,217008450,122,120,404836,2012726,0,0
2,0,43,0.000868562,1.357e-005,9.28075e-005,0,0,0,0,119508,0,0,22098,14251,0,0
2,1,43,0.000933229,1.516625e-005,0.0001414575,0,0,0,0,121294,0,0,25932,19127,0,0
2,2,43,0.000879187,1.498875e-005,8.1120625e-005,0,0,0,0,121458,0,0,26055,19976,0,0
2,3,43,0.000950755,1.4561875e-005,0.000186664375,0,0,0,0,121223,0,0,26750,19219,0,0
2,4,43,0.000929408,1.5319375e-005,9.2460625e-005,0,0,0,0,121425,0,0,27864,17739,0,0
2,5,43,0.000970816,1.567125e-005,0.00013937375,0,0,0,0,121123,0,0,29248,19073,0,0
2,6,43,0.000924722,1.5409375e-005,7.08025e-005,0,0,0,0,121402,0,0,28221,18294,0,0
2,7,43,0.000877114,1.272e-005,7.2866875e-005,0,0,0,0,121461,0,0,23741,13479,0,0
2,8,43,0.000870339,1.42725e-005,4.4465e-005,0,0,0,0,121551,0,0,19930,14765,0,0
2,9,43,0.000949924,1.563625e-005,0.00010020875,0,0,0,0,121170,0,0,29517,19581,0,0
2,10,43,0.000886968,1.4365625e-005,8.9020625e-005,0,0,0,0,121249,0,0,24983,16815,0,0
2,11,43,0.000982559,1.43525e-005,0.000144855625,0,0,0,0,121274,0,0,30540,23083,0,0
2,12,43,0.000891549,1.51925e-005,6.4828125e-005,0,0,0,0,121349,0,0,23127,14298,0,0
2,13,43,0.000865693,1.5344375e-005,5.354125e-005,0,0,0,0,121416,0,0,21864,14410,0,0
2,14,43,0.0009848,1.55125e-005,0.000180100625,0,0,0,0,121549,0,0,38713,30041,0,0
2,15,43,0.000849167,1.294125e-005,5.390625e-005,0,0,0,0,121382,0,0,21741,13675,0,0
2,16,43,0.00086297,1.23175e-005,5.7461875e-005,0,0,0,0,121280,0,0,20455,14289,0,0
2,17,43,0.000911289,1.4555e-005,8.834375e-005,0,0,0,0,121304,0,0,23671,15737,0,0
2,18,43,0.000930278,1.3874375e-005,0.00011813125,0,0,0,0,121402,0,0,26515,17985,0,0
2,19,43,0.000889146,1.317125e-005,9.160125e-005,0,0,0,0,121510,0,0,25869,16923,0,0
2,20,43,0.000938223,1.2930625e-005,0.00011830375,0,0,0,0,121354,0,0,24935,16033,0,0
2,21,43,0.000941948,1.5168125e-005,0.0001114075,0,0,0,0,121279,0,0,29879,19256,0,0
2,22,43,0.000858896,1.38325e-005,4.308875e-005,0,0,0,0,121447,0,0,21529,13180,0,0
2,23,43,0.000865113,1.254e-005,6.1055625e-005,0,0,0,0,121613,0,0,23214,13791,0,0
2,24,43,0.000883054,1.485875e-005,5.670125e-005,0,0,0,0,121373,0,0,24370,17200,0,0
2,25,43,0.000876183,1.5296875e-005,5.14375e-005,0,0,0,0,121327,0,0,26203,16293,0,0
2,26,43,0.000938352,1.534375e-005,0.000143053125,0,0,0,0,121337,0,0,30785,22339,0,0
2,27,43,0.000928856,1.499375e-005,7.82775e-005,0,0,0,0,121399,0,0,26406,16585,0,0
2,28,43,0.000965437,1.542625e-005,0.00013762125,0,0,0,0,121480,0,0,30941,20094,0,0
2,29,43,0.000882336,1.5598125e-005,4.875875e-005,0,0,0,0,121258,0,0,26976,18141,0,0
2,30,43,0.000936631,1.491375e-005,0.00012541375,0,0,0,0,121381,0,0,29660,18942,0,0
2,31,43,0.000856561,1.326125e-005,6.505625e-005,0,0,0,0,121290,0,0,21034,13381,0,0
2,32,43,0.000878535,1.492875e-005,6.5875e-005,0,0,0,0,121163,0,0,23928,17068,0,0
2,33,43,0.000927873,1.43175e-005,0.000105230625,0,0,0,0,121536,0,0,25815,16380,0,0
2,34,43,0.000875317,1.4906875e-005,6.808375e-005,0,0,0,0,121362,0,0,26731,16698,0,0
2,35,43,0.000971724,1.517625e-005,0.0001351525,0,0,0,0,121485,0,0,26128,18905,0,0
2,36,43,0.000958301,1.50775e-005,0.000131785625,0,0,0,0,121518,0,0,30643,21559,0,0
2,37,43,0.000884999,1.4249375e-005,8.0855e-005,0,0,0,0,121261,0,0,26150,16791,0,0
2,38,43,0.00085278,1.407875e-005,5.744e-005,0,0,0,0,121337,0,0,24514,15484,0,0
2,39,43,0.000859641,1.265875e-005,6.719625e-005,0,0,0,0,121415,0,0,23450,13986,0,0
2,40,43,0.000891734,1.502875e-005,7.7344375e-005,0,0,0,0,121467,0,0,24908,19411,0,0
2,41,43,0.000938836,1.4724375e-005,9.4675e-005,0,0,0,0,121219,0,0,31299,20654,0,0
2,42,43,0.000906774,1.51625e-005,5.7716875e-005,0,0,0,0,121717,0,0,28303,17652,0,0
2,43,43,0.000881503,1.502625e-005,4.955125e-005,0,0,0,0,121458,0,0,27866,17221,0,0
2,44,43,0.000930942,1.207875e-005,0.000114585,0,0,0,0,121562,0,0,30795,20609,0,0
2,45,43,0.000879884,1.416625e-005,6.263375e-005,0,0,0,0,121418,0,0,24803,16512,0,0
2,46,43,0.00086738,1.536625e-005,5.763625e-005,0,0,0,0,121542,0,0,23907,15049,0,0
2,47,43,0.000882321,1.321875e-005,9.099625e-005,0,0,0,0,121369,0,0,22759,15772,0,0
2,48,43,0.000949774,1.5234375e-005,0.000106449375,0,0,0,0,121409,0,0,30347,20807,0,0
2,49,43,0.000883233,1.5190625e-005,6.9808125e-005,0,0,0,0,121304,0,0,20972,12488,0,0
2,50,43,0.000922656,1.4774375e-005,7.813375e-005,0,0,0,0,121174,0,0,25558,15881,0,0
2,51,43,0.000971919,1.489e-005,0.00016431625,0,0,0,0,121068,0,0,30618,20982,0,0
2,52,43,0.000925583,1.44575e-005,0.00012574625,0,0,0,0,121340,0,0,27315,19184,0,0
2,53,43,0.000879005,1.3790625e-005,7.5544375e-005,0,0,0,0,121527,0,0,24714,15999,0,0
2,54,43,0.000879281,1.3795e-005,8.7558125e-005,0,0,0,0,121415,0,0,23287,16006,0,0
2,55,43,0.000875127,1.28125e-005,7.379875e-005,0,0,0,0,121393,0,0,21384,15024,0,0
2,56,43,0.000889071,1.382875e-005,7.664125e-005,0,0,0,0,121496,0,0,24834,17611,0,0
2,57,43,0.000931959,1.54075e-005,0.000113289375,0,0,0,0,121216,0,0,27486,17943,0,0
2,58,43,0.00100899,1.5211875e-005,0.000191256875,0,0,0,0,121257,0,0,31980,22842,0,0
2,59,43,0.000920531,1.4214375e-005,8.84275e-005,0,0,0,0,121257,0,0,24583,14617,0,0
2,60,43,0.000923664,1.4849375e-005,0.000117665,0,0,0,0,121402,0,0,28308,17846,0,0
2,61,43,0.000920714,1.417375e-005,0.000106970625,0,0,0,0,121416,0,0,27919,17750,0,0
2,62,43,0.000926382,1.433125e-005,8.8494375e-005,0,0,0,0,121456,0,0,29617,19887,0,0
2,63,43,0.000895166,1.225e-005,9.5149375e-005,0,0,0,0,121174,0,0,27411,16929,0,0
3,0,40,0.000812564,1.1459375e-005,7.9505e-005,0,0,0,0,109296,0,0,19886,14772,0,0
3,1,40,0.000837111,1.378625e-005,7.275e-005,0,0,0,0,110609,0,0,27190,23517,0,0
3,2,40,0.000828536,1.34925e-005,6.35175e-005,0,0,0,0,110484,0,0,19739,19256,0,0
3,3,40,0.000761892,1.2318125e-005,4.393125e-005,0,0,0,0,110667,0,0,14985,13169,0,0
3,4,40,0.000858137,1.3596875e-005,7.7575e-005,0,0,0,0,110609,0,0,24200,17767,0,0
3,5,40,0.000865428,1.351e-005,7.75575e-005,0,0,0,0,110403,0,0,23332,16870,0,0
3,6,40,0.000878822,1.4085625e-005,7.1373125e-005,0,0,0,0,110279,0,0,25063,18232,0,0
3,7,40,0.000830366,1.25075e-005,7.2239375e-005,0,0,0,0,110276,0,0,24658,20527,0,0
3,8,40,0.000764977,1.197e-005,4.4624375e-005,0,0,0,0,110724,0,0,13967,13542,0,0
3,9,40,0.000823809,1.342125e-005,5.273125e-005,0,0,0,0,110471,0,0,18726,18864,0,0
3,10,40,0.000770144,1.3521875e-005,4.2128125e-005,0,0,0,0,110516,0,0,12445,11338,0,0
3,11,40,0.000790784,1.3494375e-005,4.540375e-005,0,0,0,0,110382,0,0,16471,16670,0,0
3,12,40,0.000864012,1.3783125e-005,8.4726875e-005,0,0,0,0,110629,0,0,22215,18166,0,0
3,13,40,0.000799776,1.3799375e-005,4.83275e-005,0,0,0,0,110390,0,0,17640,17620,0,0
3,14,40,0.000795805,1.3963125e-005,4.9821875e-005,0,0,0,0,110495,0,0,20045,19319,0,0
3,15,40,0.000783389,1.2210625e-005,4.9000625e-005,0,0,0,0,110431,0,0,17599,16784,0,0
3,16,40,0.000779855,1.204875e-005,5.81325e-005,0,0,0,0,110764,0,0,14831,13487,0,0
3,17,40,0.000844541,1.3249375e-005,6.901875e-005,0,0,0,0,110650,0,0,19648,17544,0,0
3,18,40,0.000820096,1.359125e-005,6.1474375e-005,0,0,0,0,110639,0,0,19313,17025,0,0
3,19,40,0.000836021,1.3515e-005,7.0139375e-005,0,0,0,0,110546,0,0,20299,18544,0,0
3,20,40,0.000840207,1.3624375e-005,7.7898125e-005,0,0,0,0,110482,0,0,22963,20679,0,0
3,21,40,0.000922551,1.393e-005,0.000104669375,0,0,0,0,110472,0,0,32047,28259,0,0
3,22,40,0.00081123,1.3663125e-005,6.4998125e-005,0,0,0,0,110596,0,0,17180,16578,0,0
3,23,40,0.000791967,1.204e-005,6.2125e-005,0,0,0,0,110606,0,0,18225,17655,0,0
3,24,40,0.000775294,1.212e-005,4.2585625e-005,0,0,0,0,110830,0,0,14675,13629,0,0
3,25,40,0.000801529,1.373375e-005,5.8948125e-005,0,0,0,0,110528,0,0,15528,14929,0,0
3,26,40,0.000824448,1.264125e-005,5.3135e-005,0,0,0,0,110609,0,0,20063,19533,0,0
3,27,40,0.000830439,1.416625e-005,7.102125e-005,0,0,0,0,110645,0,0,20017,17363,0,0
3,28,40,0.00080907,1.365e-005,6.357375e-005,0,0,0,0,110329,0,0,21315,18097,0,0
3,29,40,0.000811319,1.3544375e-005,5.6865e-005,0,0,0,0,110424,0,0,17857,18059,0,0
3,30,40,0.000814716,1.3369375e-005,6.395625e-005,0,0,0,0,110510,0,0,21945,19078,0,0
3,31,40,0.000823559,1.22075e-005,5.89475e-005,0,0,0,0,110480,0,0,18201,17060,0,0
3,32,40,0.000751528,1.218125e-005,4.2718125e-005,0,0,0,0,110656,0,0,13040,10752,0,0
3,33,40,0.000851883,1.414375e-005,6.7608125e-005,0,0,0,0,110559,0,0,22661,19128,0,0
3,34,40,0.000829976,1.3471875e-005,6.98625e-005,0,0,0,0,110559,0,0,20686,19104,0,0
3,35,40,0.000831578,1.30825e-005,6.679e-005,0,0,0,0,110478,0,0,17665,17043,0,0
3,36,40,0.000827788,1.3848125e-005,5.989375e-005,0,0,0,0,110619,0,0,20005,20969,0,0
3,37,40,0.000812192,1.385375e-005,5.917125e-005,0,0,0,0,110599,0,0,19379,17743,0,0
3,38,40,0.000781816,1.28225e-005,4.9123125e-005,0,0,0,0,110648,0,0,15071,14689,0,0
3,39,40,0.000829547,1.245e-005,6.735375e-005,0,0,0,0,110352,0,0,21378,18871,0,0
3,40,40,0.000780612,1.2325e-005,4.9804375e-005,0,0,0,0,110561,0,0,16210,13846,0,0
3,41,40,0.000818336,1.387125e-005,6.2114375e-005,0,0,0,0,110544,0,0,18466,15211,0,0
3,42,40,0.000814563,1.3614375e-005,6.7514375e-005,0,0,0,0,110422,0,0,21381,17331,0,0
3,43,40,0.000833084,1.389125e-005,6.5528125e-005,0,0,0,0,110689,0,0,19538,16477,0,0
3,44,40,0.000850717,1.348875e-005,7.1781875e-005,0,0,0,0,110319,0,0,25394,22632,0,0
3,45,40,0.000820535,1.3434375e-005,6.01275e-005,0,0,0,0,110718,0,0,19615,19996,0,0
3,46,40,0.000811547,1.3566875e-005,5.931125e-005,0,0,0,0,110685,0,0,16807,15618,0,0
3,47,40,0.000759557,1.2271875e-005,4.6316875e-005,0,0,0,0,110671,0,0,14476,12861,0,0
3,48,40,0.000817729,1.209875e-005,6.04925e-005,0,0,0,0,110728,0,0,19369,16490,0,0
3,49,40,0.000834812,1.361375e-005,7.708125e-005,0,0,0,0,110445,0,0,22534,19026,0,0
3,50,40,0.000872684,1.4235625e-005,7.8666875e-005,0,0,0,0,110699,0,0,25022,22595,0,0
