Cnode ID, Thread ID,visits,time,min_time,max_time,bytes_put,bytes_get,io_bytes_read,io_bytes_written,bytes_sent,bytes_received
20,2,420000,0.0184645,3.14289074186e-008,3.54956175603e-006,0,0,0,0,0,0
20,3,420000,0.0182844,3.04766455215e-008,1.90469510558e-005,0,0,0,0,0,0
21,0,420100,0.0377476,2.85719530164e-008,0.0008281466294,0,0,0,0,1600000,1600000
21,1,420100,0.0384047,2.95241118929e-008,0.000848298211595,0,0,0,0,1600000,1600000
21,2,420100,0.0386674,3.14289074186e-008,0.000841756617827,0,0,0,0,1600000,1600000
21,3,420100,0.049785,3.71434117294e-008,0.0113185080437,0,0,0,0,1600000,1600000
22,0,50,0.000450485,1.83527178209e-006,4.9024709384e-005,0,0,0,0,1600000,1600000
22,1,50,0.000749236,1.96859158976e-006,9.0698071735e-005,0,0,0,0,1600000,1600000
22,2,50,0.0012827,2.04954572014e-006,9.65219842469e-005,0,0,0,0,1600000,1600000
22,3,50,0.0122704,1.970505612e-006,0.0105485898814,0,0,0,0,1600000,1600000
23,0,420000,0.0183134,2.85719530164e-008,6.59345435776e-006,0,0,0,0,0,0
23,1,420000,0.0185367,2.95241118929e-008,1.49325338829e-005,0,0,0,0,0,0
23,2,420000,0.0185329,3.14289074186e-008,2.69040971414e-005,0,0,0,0,0,0
23,3,420000,0.0184947,3.71434117294e-008,2.97337772869e-006,0,0,0,0,0,0
24,0,420100,0.0376337,2.95243514503e-008,0.000777941898356,0,0,0,0,1600000,400000
24,1,420100,0.0378279,3.04765025991e-008,0.000811484501237,0,0,0,0,0,400000
24,2,420100,0.0373733,3.23812985525e-008,0.000819701143948,0,0,0,0,0,400000
24,3,420100,0.0376373,2.9524250349e-008,0.000829685721331,0,0,0,0,0,400000
25,0,50,0.000220314,4.22960144487e-006,6.09249278154e-006,0,0,0,0,1600000,400000
25,1,50,0.000410398,4.2705199267e-006,7.02921484634e-005,0,0,0,0,0,400000
25,2,50,0.000289056,3.93337538299e-007,7.76122582834e-005,0,0,0,0,0,400000
25,3,50,0.000490834,3.91434415917e-007,8.23802776351e-005,0,0,0,0,0,400000
26,0,420000,0.0183049,2.95243514503e-008,2.01146549236e-006,0,0,0,0,0,0
26,1,420000,0.0184366,3.04765025991e-008,3.60098926023e-006,0,0,0,0,0,0
26,2,420000,0.0183074,3.23812985525e-008,6.19720910826e-006,0,0,0,0,0,0
26,3,420000,0.0183106,2.9524250349e-008,3.14480885975e-006,0,0,0,0,0,0
27,0,420100,0.0372982,2.95243514503e-008,0.000843000235375,0,0,0,0,1600000,400000
27,1,420100,0.0373812,2.95241118929e-008,0.000781540385042,0,0,0,0,0,400000
27,2,420100,0.0378606,3.23812985525e-008,0.0007862988821,0,0,0,0,0,400000
27,3,420100,0.0376521,2.9524250349e-008,0.000784683144638,0,0,0,0,0,400000
28,0,50,7.82252e-005,1.25716593272e-006,2.63052447438e-006,0,0,0,0,1600000,400000
28,1,50,0.000237053,4.60957101812e-007,3.47784514191e-005,0,0,0,0,0,400000
28,2,50,0.000608512,1.34477628106e-006,3.84289822527e-005,0,0,0,0,0,400000
28,3,50,0.00059468,3.41909866945e-007,3.84481931158e-005,0,0,0,0,0,400000
29,0,420000,0.018226,2.95243514503e-008,4.21817266366e-006,0,0,0,0,0,0
29,1,420000,0.0182839,2.95241118929e-008,3.31431965765e-006,0,0,0,0,0,0
29,2,420000,0.0183002,3.23812985525e-008,3.34003570657e-006,0,0,0,0,0,0
29,3,420000,0.0182293,2.9524250349e-008,4.40101809234e-006,0,0,0,0,0,0
30,0,420100,0.0389384,2.95243514503e-008,0.00086704258144,0,0,0,0,400000,1600000
30,1,420100,0.0369992,3.04765025991e-008,0.000766104036476,0,0,0,0,400000,0
30,2,420100,0.0371018,2.95241251508e-008,0.000759441452124,0,0,0,0,400000,0
30,3,420100,0.0370424,3.04766455215e-008,0.000759079905214,0,0,0,0,400000,0
31,0,50,0.00149089,1.28097589357e-006,0.000118210741215,0,0,0,0,400000,1600000
31,1,50,3.31061e-005,4.16194738619e-007,5.21719628869e-006,0,0,0,0,400000,0
31,2,50,3.61166e-005,3.74289715621e-007,5.61815529885e-006,0,0,0,0,400000,0
31,3,50,3.53139e-005,3.90482020745e-007,5.17341057728e-006,0,0,0,0,400000,0
32,0,420000,0.0184934,2.95243514503e-008,5.03628291836e-006,0,0,0,0,0,0
32,1,420000,0.018212,3.04765025991e-008,3.5047977989e-006,0,0,0,0,0,0
32,2,420000,0.0181578,2.95241251508e-008,3.51337089294e-006,0,0,0,0,0,0
32,3,420000,0.018228,3.04766455215e-008,3.46005166187e-006,0,0,0,0,0,0
33,0,420250,0.0380074,0,0.000797282253353,0,0,0,0,1200000,0
33,1,420150,0.0390327,0,0.000869349855765,0,0,0,0,0,400000
33,2,420150,0.0390029,0,0.000861804451195,0,0,0,0,0,400000
33,3,420150,0.0389202,0,0.000850578414232,0,0,0,0,0,400000
34,0,150,4.94161e-005,1.82860499305e-007,4.67913350566e-006,0,0,0,0,1200000,0
34,1,0,0,0,0,0,0,0,0,0,0
34,2,0,0,0,0,0,0,0,0,0,0
34,3,0,0,0,0,0,0,0,0,0,0
35,0,50,0.00029851,5.02294934029e-006,1.42574045552e-005,0,0,0,0,0,0
35,1,50,0.000195503,2.62859834917e-006,1.07658245431e-005,0,0,0,0,0,0
35,2,50,0.000175221,2.63907583202e-006,8.63818758443e-006,0,0,0,0,0,0
35,3,50,0.000168217,2.73623133073e-006,1.18906537293e-005,0,0,0,0,0,0
36,0,420000,0.0185436,2.95243514503e-008,5.71058100955e-006,0,0,0,0,0,0
36,1,420000,0.0184024,3.04765025991e-008,3.28289076435e-006,0,0,0,0,0,0
36,2,420000,0.0183682,2.95241251508e-008,3.23527268184e-006,0,0,0,0,0,0
36,3,420000,0.0184281,2.9524250349e-008,1.92793354779e-005,0,0,0,0,0,0
37,0,420250,0.0378683,0,0.000835752483293,0,0,0,0,1200000,0
37,1,420150,0.0380375,0,0.000795252906431,0,0,0,0,0,400000
37,2,420150,0.0380671,0,0.000807615300459,0,0,0,0,0,400000
37,3,420150,0.038011,0,0.000807174909033,0,0,0,0,0,400000
38,0,150,4.54142e-005,1.80955702437e-007,7.28584801919e-007,0,0,0,0,1200000,0
38,1,0,0,0,0,0,0,0,0,0,0
38,2,0,0,0,0,0,0,0,0,0,0
38,3,0,0,0,0,0,0,0,0,0,0
39,0,50,0.000451175,5.05818808234e-006,5.23971522384e-005,0,0,0,0,0,0
39,1,50,0.000265068,2.53716884138e-006,5.11367141892e-005,0,0,0,0,0,0
39,2,50,0.000307277,2.67336191285e-006,5.04938731369e-005,0,0,0,0,0,0
39,3,50,0.000249468,2.77051755694e-006,1.57830927995e-005,0,0,0,0,0,0
40,0,420000,0.0184547,3.04767498842e-008,8.65730176398e-006,0,0,0,0,0,0
40,1,420000,0.0183886,3.04765025991e-008,3.56860797622e-006,0,0,0,0,0,0
40,2,420000,0.0183778,2.95241251508e-008,4.39147551839e-006,0,0,0,0,0,0
40,3,420000,0.0183851,2.9524250349e-008,4.98578872829e-006,0,0,0,0,0,0
41,0,8,6.54488e-006,5.23819138635e-008,5.87439354018e-006,0,0,0,0,0,0
41,1,8,5.90863e-006,5.33338795485e-008,5.24767279129e-006,0,0,0,0,0,0
41,2,8,6.49626e-006,5.14291212304e-008,5.86101503799e-006,0,0,0,0,0,0
41,3,8,6.29343e-006,6.9524847596e-008,5.57817852561e-006,0,0,0,0,0,0
42,0,4,4.13341e-007,5.23819138635e-008,2.28575624131e-007,0,0,0,0,0,0
42,1,4,3.39051e-007,5.33338795485e-008,1.51430122289e-007,0,0,0,0,0,0
42,2,4,3.12384e-007,5.14291212304e-008,1.39049105549e-007,0,0,0,0,0,0
42,3,4,3.98101e-007,6.9524847596e-008,1.70478735886e-007,0,0,0,0,0,0
43,0,1,1.47431e-005,1.47431277565e-005,1.47431277565e-005,0,0,0,0,0,0
43,1,1,1.62992e-005,1.62992145463e-005,1.62992145463e-005,0,0,0,0,0,0
43,2,1,2.07088e-005,2.07087928154e-005,2.07087928154e-005,0,0,0,0,0,0
43,3,1,1.66879e-005,1.66878682134e-005,1.66878682134e-005,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0
44,1,50,0.00148322,4.83814478761e-007,0.000111844002585,0,0,0,0,0,400000
44,2,50,0.00155055,3.95242320567e-007,0.000114854561183,0,0,0,0,0,400000
44,3,50,0.00139557,4.37149384199e-007,9.62633420653e-005,0,0,0,0,0,400000
45,0,0,0,0,0,0,0,0,0,0,0
45,1,50,0.000543523,4.25718645681e-007,3.91299245559e-005,0,0,0,0,0,400000
45,2,50,0.000580996,3.38098852533e-007,4.24347393619e-005,0,0,0,0,0,400000
45,3,50,0.000556507,4.0381555316e-007,3.85424802378e-005,0,0,0,0,0,400000
